index,s_m,phase,theta_deg,x_m,y_m,z_m,rx,ry,rz,pivot_x_m,pivot_y_m,pivot_z_m
420,0.169355,0.1694,8.1290,0.497920,-0.130645,0.580429,-0.186524,0.248573,-1.606693,0.501982,-0.131323,0.594853
421,0.169758,0.2198,10.5484,0.497314,-0.130242,0.580614,-0.220617,0.281143,-1.603963,0.501982,-0.130920,0.594853
422,0.170161,0.2702,11.0323,0.497194,-0.129839,0.580654,-0.227436,0.287654,-1.603353,0.501982,-0.130516,0.594853
423,0.170565,0.3206,8.6129,0.497798,-0.129435,0.580464,-0.193343,0.255089,-1.606189,0.501982,-0.130113,0.594853
424,0.170968,0.3710,6.1935,0.498409,-0.129032,0.580301,-0.159251,0.222502,-1.608496,0.501982,-0.129710,0.594853
425,0.171371,0.4214,3.7742,0.499027,-0.128629,0.580163,-0.125162,0.189897,-1.610276,0.501982,-0.129307,0.594853
426,0.171774,0.4718,1.3548,0.499649,-0.128226,0.580051,-0.091081,0.157274,-1.611528,0.501982,-0.128904,0.594853
427,0.172177,0.5222,-1.0645,0.500276,-0.127823,0.579966,-0.057010,0.124639,-1.612255,0.501982,-0.128500,0.594853
428,0.172581,0.5726,-3.4839,0.500906,-0.127419,0.579907,-0.022951,0.091993,-1.612456,0.501982,-0.128097,0.594853
429,0.172984,0.6230,-5.9032,0.501538,-0.127016,0.579875,0.011092,0.059339,-1.612132,0.501982,-0.127694,0.594853
430,0.173387,0.6734,-8.3226,0.502171,-0.126613,0.579870,0.045116,0.026680,-1.611283,0.501982,-0.127291,0.594853
431,0.173790,0.7238,-10.7419,0.502803,-0.126210,0.579891,0.079119,-0.005982,-1.609910,0.501982,-0.126887,0.594853
432,0.174194,0.7742,-10.8387,0.502828,-0.125806,0.579892,0.080479,-0.007288,-1.609845,0.501982,-0.126484,0.594853
433,0.174597,0.8246,-8.4194,0.502196,-0.125403,0.579870,0.046477,0.025373,-1.611238,0.501982,-0.126081,0.594853
434,0.175000,0.8750,-6.0000,0.501563,-0.125000,0.579874,0.012453,0.058032,-1.612108,0.501982,-0.125678,0.594853
435,0.175403,0.9254,-3.5806,0.500931,-0.124597,0.579905,-0.021589,0.090687,-1.612453,0.501982,-0.125275,0.594853
436,0.175806,0.9758,-1.1613,0.500301,-0.124194,0.579963,-0.055647,0.123333,-1.612273,0.501982,-0.124871,0.594853
437,0.176210,0.0262,1.2581,0.499674,-0.123790,0.580047,-0.089718,0.155969,-1.611568,0.501982,-0.124468,0.594853
438,0.176613,0.0766,3.6774,0.499051,-0.123387,0.580158,-0.123799,0.188592,-1.610336,0.501982,-0.124065,0.594853
439,0.177016,0.1270,6.0968,0.498434,-0.122984,0.580295,-0.157887,0.221199,-1.608578,0.501982,-0.123662,0.594853
440,0.177419,0.1774,8.5161,0.497822,-0.122581,0.580457,-0.191979,0.253786,-1.606292,0.501982,-0.123258,0.594853
441,0.177823,0.2278,10.9355,0.497218,-0.122177,0.580646,-0.226072,0.286352,-1.603477,0.501982,-0.122855,0.594853
442,0.178226,0.2782,10.6452,0.497290,-0.121774,0.580622,-0.221981,0.282445,-1.603842,0.501982,-0.122452,0.594853
443,0.178629,0.3286,8.2258,0.497895,-0.121371,0.580436,-0.187888,0.249877,-1.606594,0.501982,-0.122049,0.594853
444,0.179032,0.3790,5.8065,0.498508,-0.120968,0.580277,-0.153796,0.217287,-1.608816,0.501982,-0.121646,0.594853
445,0.179435,0.4294,3.3871,0.499126,-0.120565,0.580143,-0.119709,0.184678,-1.610512,0.501982,-0.121242,0.594853
446,0.179839,0.4798,0.9677,0.499749,-0.120161,0.580036,-0.085629,0.152054,-1.611680,0.501982,-0.120839,0.594853
447,0.180242,0.5302,-1.4516,0.500377,-0.119758,0.579955,-0.051560,0.119416,-1.612322,0.501982,-0.120436,0.594853
448,0.180645,0.5806,-3.8710,0.501007,-0.119355,0.579900,-0.017503,0.086769,-1.612439,0.501982,-0.120033,0.594853
449,0.181048,0.6310,-6.2903,0.501639,-0.118952,0.579872,0.016537,0.054114,-1.612031,0.501982,-0.119629,0.594853
450,0.181452,0.6815,-8.7097,0.502272,-0.118548,0.579871,0.050558,0.021454,-1.611099,0.501982,-0.119226,0.594853
451,0.181855,0.7319,-11.1290,0.502904,-0.118145,0.579897,0.084558,-0.011207,-1.609642,0.501982,-0.118823,0.594853
452,0.182258,0.7823,-10.4516,0.502727,-0.117742,0.579887,0.075040,-0.002062,-1.610103,0.501982,-0.118420,0.594853
453,0.182661,0.8327,-8.0323,0.502095,-0.117339,0.579869,0.041034,0.030599,-1.611413,0.501982,-0.118016,0.594853
454,0.183065,0.8831,-5.6129,0.501462,-0.116935,0.579877,0.007007,0.063258,-1.612198,0.501982,-0.117613,0.594853
455,0.183468,0.9335,-3.1935,0.500831,-0.116532,0.579913,-0.027038,0.095911,-1.612459,0.501982,-0.117210,0.594853
456,0.183871,0.9839,-0.7742,0.500201,-0.116129,0.579975,-0.061098,0.128556,-1.612195,0.501982,-0.116807,0.594853
457,0.184274,0.0343,1.6452,0.499574,-0.115726,0.580063,-0.095171,0.161190,-1.611406,0.501982,-0.116404,0.594853
458,0.184677,0.0847,4.0645,0.498952,-0.115323,0.580178,-0.129253,0.193810,-1.610090,0.501982,-0.116000,0.594853
459,0.185081,0.1351,6.4839,0.498335,-0.114919,0.580319,-0.163341,0.226414,-1.608247,0.501982,-0.115597,0.594853
460,0.185484,0.1855,8.9032,0.497725,-0.114516,0.580486,-0.197434,0.258998,-1.605877,0.501982,-0.115194,0.594853
461,0.185887,0.2359,11.3226,0.497122,-0.114113,0.580678,-0.231527,0.291560,-1.602977,0.501982,-0.114791,0.594853
462,0.186290,0.2863,10.2581,0.497387,-0.113710,0.580590,-0.216526,0.277236,-1.604318,0.501982,-0.114387,0.594853
463,0.186694,0.3367,7.8387,0.497993,-0.113306,0.580409,-0.182433,0.244664,-1.606985,0.501982,-0.113984,0.594853
464,0.187097,0.3871,5.4194,0.498606,-0.112903,0.580254,-0.148342,0.212070,-1.609123,0.501982,-0.113581,0.594853
465,0.187500,0.4375,3.0000,0.499225,-0.112500,0.580124,-0.114256,0.179459,-1.610734,0.501982,-0.113178,0.594853
466,0.187903,0.4879,0.5806,0.499850,-0.112097,0.580021,-0.080177,0.146832,-1.611818,0.501982,-0.112775,0.594853
467,0.188306,0.5383,-1.8387,0.500478,-0.111694,0.579944,-0.046110,0.114193,-1.612376,0.501982,-0.112371,0.594853
468,0.188710,0.5887,-4.2581,0.501108,-0.111290,0.579894,-0.012056,0.081544,-1.612409,0.501982,-0.111968,0.594853
469,0.189113,0.6391,-6.6774,0.501741,-0.110887,0.579870,0.021982,0.048888,-1.611917,0.501982,-0.111565,0.594853
470,0.189516,0.6895,-9.0968,0.502373,-0.110484,0.579873,0.056000,0.016228,-1.610901,0.501982,-0.111162,0.594853
471,0.189919,0.7399,-11.5161,0.503005,-0.110081,0.579903,0.089995,-0.016433,-1.609360,0.501982,-0.110758,0.594853
472,0.190323,0.7903,-10.0645,0.502626,-0.109677,0.579882,0.069601,0.003164,-1.610348,0.501982,-0.110355,0.594853
473,0.190726,0.8407,-7.6452,0.501994,-0.109274,0.579868,0.035591,0.035825,-1.611574,0.501982,-0.109952,0.594853
474,0.191129,0.8911,-5.2258,0.501361,-0.108871,0.579881,0.001561,0.068482,-1.612275,0.501982,-0.109549,0.594853
475,0.191532,0.9415,-2.8065,0.500730,-0.108468,0.579921,-0.032486,0.101135,-1.612453,0.501982,-0.109146,0.594853
476,0.191935,0.9919,-0.3871,0.500100,-0.108065,0.579987,-0.066549,0.133778,-1.612104,0.501982,-0.108742,0.594853
477,0.192339,0.0423,2.0323,0.499475,-0.107661,0.580080,-0.100623,0.166410,-1.611231,0.501982,-0.108339,0.594853
478,0.192742,0.0927,4.4516,0.498853,-0.107258,0.580199,-0.134707,0.199028,-1.609831,0.501982,-0.107936,0.594853
479,0.193145,0.1431,6.8710,0.498237,-0.106855,0.580344,-0.168796,0.231629,-1.607904,0.501982,-0.107533,0.594853
480,0.193548,0.1935,9.2903,0.497628,-0.106452,0.580515,-0.202889,0.264210,-1.605448,0.501982,-0.107129,0.594853
481,0.193952,0.2440,11.7097,0.497027,-0.106048,0.580711,-0.236982,0.296768,-1.602464,0.501982,-0.106726,0.594853
482,0.194355,0.2944,9.8710,0.497483,-0.105645,0.580560,-0.211071,0.272026,-1.604780,0.501982,-0.106323,0.594853
483,0.194758,0.3448,7.4516,0.498090,-0.105242,0.580382,-0.176978,0.239450,-1.607362,0.501982,-0.105920,0.594853
484,0.195161,0.3952,5.0323,0.498705,-0.104839,0.580231,-0.142888,0.206854,-1.609416,0.501982,-0.105516,0.594853
485,0.195565,0.4456,2.6129,0.499325,-0.104435,0.580106,-0.108803,0.174240,-1.610943,0.501982,-0.105113,0.594853
486,0.195968,0.4960,0.1935,0.499950,-0.104032,0.580007,-0.074726,0.141611,-1.611943,0.501982,-0.104710,0.594853
487,0.196371,0.5464,-2.2258,0.500578,-0.103629,0.579934,-0.040660,0.108970,-1.612417,0.501982,-0.104307,0.594853
488,0.196774,0.5968,-4.6452,0.501209,-0.103226,0.579888,-0.006609,0.076320,-1.612366,0.501982,-0.103904,0.594853
489,0.197177,0.6472,-7.0645,0.501842,-0.102823,0.579869,0.027426,0.043663,-1.611790,0.501982,-0.103500,0.594853
490,0.197581,0.6976,-9.4839,0.502474,-0.102419,0.579876,0.061441,0.011002,-1.610690,0.501982,-0.103097,0.594853
491,0.197984,0.7480,-11.9032,0.503106,-0.102016,0.579911,0.095433,-0.021659,-1.609065,0.501982,-0.102694,0.594853
492,0.198387,0.7984,-9.6774,0.502525,-0.101613,0.579878,0.064161,0.008389,-1.610579,0.501982,-0.102291,0.594853
493,0.198790,0.8488,-7.2581,0.501892,-0.101210,0.579869,0.030148,0.041050,-1.611721,0.501982,-0.101887,0.594853
494,0.199194,0.8992,-4.8387,0.501260,-0.100806,0.579886,-0.003885,0.073707,-1.612339,0.501982,-0.101484,0.594853
495,0.199597,0.9496,-2.4194,0.500629,-0.100403,0.579930,-0.037935,0.106358,-1.612432,0.501982,-0.101081,0.594853
496,0.200000,0.0000,0.0000,0.500000,-0.100000,0.580000,-0.072000,0.139000,-1.612000,0.501982,-0.100678,0.594853
497,0.200403,0.0504,2.4194,0.499375,-0.099597,0.580097,-0.106076,0.171630,-1.611042,0.501982,-0.100275,0.594853
498,0.200806,0.1008,4.8387,0.498754,-0.099194,0.580220,-0.140161,0.204245,-1.609558,0.501982,-0.099871,0.594853
499,0.201210,0.1512,7.2581,0.498139,-0.098790,0.580369,-0.174251,0.236843,-1.607546,0.501982,-0.099468,0.594853
500,0.201613,0.2016,9.6774,0.497531,-0.098387,0.580545,-0.208344,0.269421,-1.605006,0.501982,-0.099065,0.594853
501,0.202016,0.2520,11.9032,0.496979,-0.097984,0.580728,-0.239709,0.299371,-1.602203,0.501982,-0.098662,0.594853
502,0.202419,0.3024,9.4839,0.497580,-0.097581,0.580530,-0.205616,0.266815,-1.605229,0.501982,-0.098258,0.594853
503,0.202823,0.3528,7.0645,0.498188,-0.097177,0.580357,-0.171523,0.234236,-1.607727,0.501982,-0.097855,0.594853
504,0.203226,0.4032,4.6452,0.498804,-0.096774,0.580209,-0.137434,0.201637,-1.609696,0.501982,-0.097452,0.594853
505,0.203629,0.4536,2.2258,0.499425,-0.096371,0.580088,-0.103350,0.169020,-1.611138,0.501982,-0.097049,0.594853
506,0.204032,0.5040,-0.1935,0.500050,-0.095968,0.579993,-0.069274,0.136389,-1.612054,0.501982,-0.096646,0.594853
507,0.204435,0.5544,-2.6129,0.500679,-0.095565,0.579925,-0.035211,0.103746,-1.612444,0.501982,-0.096242,0.594853
508,0.204839,0.6048,-5.0323,0.501310,-0.095161,0.579883,-0.001162,0.071095,-1.612309,0.501982,-0.095839,0.594853
509,0.205242,0.6552,-7.4516,0.501943,-0.094758,0.579868,0.032870,0.038437,-1.611649,0.501982,-0.095436,0.594853
510,0.205645,0.7056,-9.8710,0.502576,-0.094355,0.579880,0.066881,0.005777,-1.610465,0.501982,-0.095033,0.594853
511,0.206048,0.7560,-11.7097,0.503056,-0.093952,0.579907,0.092714,-0.019046,-1.609214,0.501982,-0.094629,0.594853
512,0.206452,0.8065,-9.2903,0.502424,-0.093548,0.579875,0.058720,0.013615,-1.610797,0.501982,-0.094226,0.594853
513,0.206855,0.8569,-6.8710,0.501791,-0.093145,0.579870,0.024704,0.046276,-1.611855,0.501982,-0.093823,0.594853
514,0.207258,0.9073,-4.4516,0.501159,-0.092742,0.579891,-0.009332,0.078932,-1.612389,0.501982,-0.093420,0.594853
515,0.207661,0.9577,-2.0323,0.500528,-0.092339,0.579939,-0.043385,0.111582,-1.612398,0.501982,-0.093016,0.594853
516,0.208065,0.0081,0.3871,0.499900,-0.091935,0.580014,-0.077451,0.144222,-1.611882,0.501982,-0.092613,0.594853
517,0.208468,0.0585,2.8065,0.499275,-0.091532,0.580115,-0.111529,0.176849,-1.610840,0.501982,-0.092210,0.594853
518,0.208871,0.1089,5.2258,0.498655,-0.091129,0.580242,-0.145615,0.209462,-1.609271,0.501982,-0.091807,0.594853
519,0.209274,0.1593,7.6452,0.498042,-0.090726,0.580396,-0.179705,0.242057,-1.607175,0.501982,-0.091404,0.594853
520,0.209677,0.2097,10.0645,0.497435,-0.090323,0.580575,-0.213799,0.274631,-1.604551,0.501982,-0.091000,0.594853
521,0.210081,0.2601,11.5161,0.497075,-0.089919,0.580695,-0.234254,0.294164,-1.602722,0.501982,-0.090597,0.594853
522,0.210484,0.3105,9.0968,0.497677,-0.089516,0.580500,-0.200161,0.261604,-1.605664,0.501982,-0.090194,0.594853
523,0.210887,0.3609,6.6774,0.498286,-0.089113,0.580331,-0.166069,0.229021,-1.608077,0.501982,-0.089791,0.594853
524,0.211290,0.4113,4.2581,0.498903,-0.088710,0.580188,-0.131980,0.196419,-1.609962,0.501982,-0.089387,0.594853
525,0.211694,0.4617,1.8387,0.499524,-0.088306,0.580071,-0.097897,0.163800,-1.611320,0.501982,-0.088984,0.594853
526,0.212097,0.5121,-0.5806,0.500151,-0.087903,0.579981,-0.063823,0.131167,-1.612152,0.501982,-0.088581,0.594853
527,0.212500,0.5625,-3.0000,0.500780,-0.087500,0.579917,-0.029762,0.098523,-1.612458,0.501982,-0.088178,0.594853
528,0.212903,0.6129,-5.4194,0.501412,-0.087097,0.579879,0.004284,0.065870,-1.612239,0.501982,-0.087775,0.594853
529,0.213306,0.6633,-7.8387,0.502044,-0.086694,0.579868,0.038313,0.033212,-1.611495,0.501982,-0.087371,0.594853
530,0.213710,0.7137,-10.2581,0.502677,-0.086290,0.579884,0.072321,0.000551,-1.610227,0.501982,-0.086968,0.594853
531,0.214113,0.7641,-11.3226,0.502955,-0.085887,0.579900,0.087277,-0.013820,-1.609503,0.501982,-0.086565,0.594853
532,0.214516,0.8145,-8.9032,0.502323,-0.085484,0.579872,0.053279,0.018841,-1.611002,0.501982,-0.086162,0.594853
533,0.214919,0.8649,-6.4839,0.501690,-0.085081,0.579871,0.019259,0.051501,-1.611976,0.501982,-0.085758,0.594853
534,0.215323,0.9153,-4.0645,0.501058,-0.084677,0.579897,-0.014780,0.084156,-1.612426,0.501982,-0.085355,0.594853
535,0.215726,0.9657,-1.6452,0.500427,-0.084274,0.579949,-0.048835,0.116805,-1.612351,0.501982,-0.084952,0.594853
536,0.216129,0.0161,0.7742,0.499799,-0.083871,0.580028,-0.082903,0.149443,-1.611751,0.501982,-0.084549,0.594853
537,0.216532,0.0665,3.1935,0.499176,-0.083468,0.580133,-0.116982,0.182069,-1.610624,0.501982,-0.084146,0.594853
538,0.216935,0.1169,5.6129,0.498557,-0.083065,0.580265,-0.151069,0.214679,-1.608971,0.501982,-0.083742,0.594853
539,0.217339,0.1673,8.0323,0.497944,-0.082661,0.580423,-0.185160,0.247270,-1.606791,0.501982,-0.083339,0.594853
540,0.217742,0.2177,10.4516,0.497338,-0.082258,0.580606,-0.219253,0.279841,-1.604082,0.501982,-0.082936,0.594853
541,0.218145,0.2681,11.1290,0.497170,-0.081855,0.580662,-0.228799,0.288956,-1.603229,0.501982,-0.082533,0.594853
542,0.218548,0.3185,8.7097,0.497774,-0.081452,0.580471,-0.194706,0.256392,-1.606086,0.501982,-0.082129,0.594853
543,0.218952,0.3690,6.2903,0.498385,-0.081048,0.580307,-0.160614,0.223806,-1.608414,0.501982,-0.081726,0.594853
544,0.219355,0.4194,3.8710,0.499002,-0.080645,0.580168,-0.126526,0.191201,-1.610215,0.501982,-0.081323,0.594853
545,0.219758,0.4698,1.4516,0.499624,-0.080242,0.580055,-0.092444,0.158580,-1.611488,0.501982,-0.080920,0.594853
546,0.220161,0.5202,-0.9677,0.500251,-0.079839,0.579969,-0.058373,0.125945,-1.612236,0.501982,-0.080516,0.594853
547,0.220565,0.5706,-3.3871,0.500881,-0.079435,0.579909,-0.024313,0.093299,-1.612458,0.501982,-0.080113,0.594853
548,0.220968,0.6210,-5.8065,0.501513,-0.079032,0.579876,0.009730,0.060645,-1.612155,0.501982,-0.079710,0.594853
549,0.221371,0.6714,-8.2258,0.502145,-0.078629,0.579869,0.043756,0.027986,-1.611327,0.501982,-0.079307,0.594853
550,0.221774,0.7218,-10.6452,0.502778,-0.078226,0.579890,0.077760,-0.004675,-1.609975,0.501982,-0.078904,0.594853
551,0.222177,0.7722,-10.9355,0.502854,-0.077823,0.579894,0.081839,-0.008595,-1.609778,0.501982,-0.078500,0.594853
552,0.222581,0.8226,-8.5161,0.502221,-0.077419,0.579870,0.047837,0.024067,-1.611193,0.501982,-0.078097,0.594853
553,0.222984,0.8730,-6.0968,0.501589,-0.077016,0.579874,0.013814,0.056726,-1.612083,0.501982,-0.077694,0.594853
554,0.223387,0.9234,-3.6774,0.500957,-0.076613,0.579903,-0.020227,0.089381,-1.612449,0.501982,-0.077291,0.594853
555,0.223790,0.9738,-1.2581,0.500327,-0.076210,0.579960,-0.054285,0.122028,-1.612290,0.501982,-0.076887,0.594853
556,0.224194,0.0242,1.1613,0.499699,-0.075806,0.580043,-0.088355,0.154664,-1.611606,0.501982,-0.076484,0.594853
557,0.224597,0.0746,3.5806,0.499076,-0.075403,0.580153,-0.122436,0.187287,-1.610395,0.501982,-0.076081,0.594853
558,0.225000,0.1250,6.0000,0.498458,-0.075000,0.580289,-0.156523,0.219895,-1.608658,0.501982,-0.075678,0.594853
559,0.225403,0.1754,8.4194,0.497847,-0.074597,0.580450,-0.190615,0.252483,-1.606393,0.501982,-0.075275,0.594853
560,0.225806,0.2258,10.8387,0.497242,-0.074194,0.580638,-0.224708,0.285050,-1.603599,0.501982,-0.074871,0.594853
561,0.226210,0.2762,10.7419,0.497266,-0.073790,0.580630,-0.223345,0.283748,-1.603721,0.501982,-0.074468,0.594853
562,0.226613,0.3266,8.3226,0.497871,-0.073387,0.580443,-0.189251,0.251180,-1.606494,0.501982,-0.074065,0.594853
563,0.227016,0.3770,5.9032,0.498483,-0.072984,0.580283,-0.155160,0.218591,-1.608738,0.501982,-0.073662,0.594853
564,0.227419,0.4274,3.4839,0.499101,-0.072581,0.580148,-0.121072,0.185983,-1.610454,0.501982,-0.073258,0.594853
565,0.227823,0.4778,1.0645,0.499724,-0.072177,0.580039,-0.086992,0.153359,-1.611643,0.501982,-0.072855,0.594853
566,0.228226,0.5282,-1.3548,0.500352,-0.071774,0.579957,-0.052922,0.120722,-1.612307,0.501982,-0.072452,0.594853
567,0.228629,0.5786,-3.7742,0.500982,-0.071371,0.579902,-0.018865,0.088075,-1.612445,0.501982,-0.072049,0.594853
568,0.229032,0.6290,-6.1935,0.501614,-0.070968,0.579873,0.015176,0.055420,-1.612058,0.501982,-0.071646,0.594853
569,0.229435,0.6794,-8.6129,0.502247,-0.070565,0.579871,0.049198,0.022760,-1.611146,0.501982,-0.071242,0.594853
570,0.229839,0.7298,-11.0323,0.502879,-0.070161,0.579895,0.083198,-0.009901,-1.609710,0.501982,-0.070839,0.594853
571,0.230242,0.7802,-10.5484,0.502753,-0.069758,0.579888,0.076400,-0.003369,-1.610039,0.501982,-0.070436,0.594853
572,0.230645,0.8306,-8.1290,0.502120,-0.069355,0.579869,0.042395,0.029293,-1.611370,0.501982,-0.070033,0.594853
573,0.231048,0.8810,-5.7097,0.501488,-0.068952,0.579877,0.008369,0.061951,-1.612177,0.501982,-0.069629,0.594853
574,0.231452,0.9315,-3.2903,0.500856,-0.068548,0.579911,-0.025676,0.094605,-1.612459,0.501982,-0.069226,0.594853
575,0.231855,0.9819,-0.8710,0.500226,-0.068145,0.579972,-0.059735,0.127250,-1.612216,0.501982,-0.068823,0.594853
576,0.232258,0.0323,1.5484,0.499599,-0.067742,0.580059,-0.093808,0.159885,-1.611448,0.501982,-0.068420,0.594853
577,0.232661,0.0827,3.9677,0.498977,-0.067339,0.580173,-0.127889,0.192506,-1.610153,0.501982,-0.068016,0.594853
578,0.233065,0.1331,6.3871,0.498360,-0.066935,0.580313,-0.161978,0.225110,-1.608331,0.501982,-0.067613,0.594853
579,0.233468,0.1835,8.8065,0.497749,-0.066532,0.580479,-0.196070,0.257695,-1.605982,0.501982,-0.067210,0.594853
580,0.233871,0.2339,11.2258,0.497146,-0.066129,0.580670,-0.230163,0.290258,-1.603103,0.501982,-0.066807,0.594853
581,0.234274,0.2843,10.3548,0.497363,-0.065726,0.580598,-0.217890,0.278538,-1.604201,0.501982,-0.066404,0.594853
582,0.234677,0.3347,7.9355,0.497968,-0.065323,0.580416,-0.183797,0.245967,-1.606888,0.501982,-0.066000,0.594853
583,0.235081,0.3851,5.5161,0.498581,-0.064919,0.580259,-0.149705,0.213375,-1.609048,0.501982,-0.065597,0.594853
584,0.235484,0.4355,3.0968,0.499200,-0.064516,0.580129,-0.115619,0.180764,-1.610680,0.501982,-0.065194,0.594853
585,0.235887,0.4859,0.6774,0.499825,-0.064113,0.580024,-0.081540,0.148138,-1.611785,0.501982,-0.064791,0.594853
586,0.236290,0.5363,-1.7419,0.500452,-0.063710,0.579947,-0.047472,0.115499,-1.612364,0.501982,-0.064387,0.594853
587,0.236694,0.5867,-4.1613,0.501083,-0.063306,0.579895,-0.013418,0.082850,-1.612418,0.501982,-0.063984,0.594853
588,0.237097,0.6371,-6.5806,0.501715,-0.062903,0.579871,0.020621,0.050195,-1.611947,0.501982,-0.063581,0.594853
589,0.237500,0.6875,-9.0000,0.502348,-0.062500,0.579873,0.054639,0.017535,-1.610952,0.501982,-0.063178,0.594853
590,0.237903,0.7379,-11.4194,0.502980,-0.062097,0.579902,0.088636,-0.015127,-1.609432,0.501982,-0.062775,0.594853
591,0.238306,0.7883,-10.1613,0.502651,-0.061694,0.579883,0.070961,0.001857,-1.610288,0.501982,-0.062371,0.594853
592,0.238710,0.8387,-7.7419,0.502019,-0.061290,0.579868,0.036952,0.034518,-1.611535,0.501982,-0.061968,0.594853
593,0.239113,0.8891,-5.3226,0.501386,-0.060887,0.579880,0.002923,0.067176,-1.612257,0.501982,-0.061565,0.594853
594,0.239516,0.9395,-2.9032,0.500755,-0.060484,0.579919,-0.031124,0.099829,-1.612456,0.501982,-0.061162,0.594853
595,0.239919,0.9899,-0.4839,0.500126,-0.060081,0.579984,-0.065186,0.132472,-1.612128,0.501982,-0.060758,0.594853
596,0.240323,0.0403,1.9355,0.499499,-0.059677,0.580075,-0.099260,0.165105,-1.611276,0.501982,-0.060355,0.594853
597,0.240726,0.0907,4.3548,0.498878,-0.059274,0.580193,-0.133343,0.197724,-1.609897,0.501982,-0.059952,0.594853
598,0.241129,0.1411,6.7742,0.498262,-0.058871,0.580337,-0.167432,0.230325,-1.607991,0.501982,-0.059549,0.594853
599,0.241532,0.1915,9.1935,0.497652,-0.058468,0.580507,-0.201525,0.262907,-1.605557,0.501982,-0.059146,0.594853
600,0.241935,0.2419,11.6129,0.497051,-0.058065,0.580703,-0.235618,0.295466,-1.602594,0.501982,-0.058742,0.594853
601,0.242339,0.2923,9.9677,0.497459,-0.057661,0.580567,-0.212435,0.273328,-1.604666,0.501982,-0.058339,0.594853
602,0.242742,0.3427,7.5484,0.498066,-0.057258,0.580389,-0.178342,0.240754,-1.607269,0.501982,-0.057936,0.594853
603,0.243145,0.3931,5.1290,0.498680,-0.056855,0.580237,-0.144251,0.208158,-1.609344,0.501982,-0.057533,0.594853
604,0.243548,0.4435,2.7097,0.499300,-0.056452,0.580110,-0.110166,0.175545,-1.610892,0.501982,-0.057129,0.594853
605,0.243952,0.4940,0.2903,0.499925,-0.056048,0.580010,-0.076089,0.142916,-1.611913,0.501982,-0.056726,0.594853
606,0.244355,0.5444,-2.1290,0.500553,-0.055645,0.579937,-0.042022,0.110276,-1.612408,0.501982,-0.056323,0.594853
607,0.244758,0.5948,-4.5484,0.501184,-0.055242,0.579890,-0.007970,0.077626,-1.612378,0.501982,-0.055920,0.594853
608,0.245161,0.6452,-6.9677,0.501816,-0.054839,0.579869,0.026065,0.044969,-1.611823,0.501982,-0.055516,0.594853
609,0.245565,0.6956,-9.3871,0.502449,-0.054435,0.579876,0.060080,0.012309,-1.610744,0.501982,-0.055113,0.594853
610,0.245968,0.7460,-11.8065,0.503081,-0.054032,0.579909,0.094073,-0.020353,-1.609140,0.501982,-0.054710,0.594853
611,0.246371,0.7964,-9.7742,0.502550,-0.053629,0.579879,0.065521,0.007083,-1.610522,0.501982,-0.054307,0.594853
612,0.246774,0.8468,-7.3548,0.501918,-0.053226,0.579868,0.031509,0.039744,-1.611686,0.501982,-0.053904,0.594853
613,0.247177,0.8972,-4.9355,0.501285,-0.052823,0.579885,-0.002523,0.072401,-1.612324,0.501982,-0.053500,0.594853
614,0.247581,0.9476,-2.5161,0.500654,-0.052419,0.579927,-0.036573,0.105052,-1.612438,0.501982,-0.053097,0.594853
615,0.247984,0.9980,-0.0968,0.500025,-0.052016,0.579997,-0.070637,0.137695,-1.612027,0.501982,-0.052694,0.594853
616,0.248387,0.0484,2.3226,0.499400,-0.051613,0.580093,-0.104713,0.170325,-1.611091,0.501982,-0.052291,0.594853
617,0.248790,0.0988,4.7419,0.498779,-0.051210,0.580215,-0.138797,0.202941,-1.609627,0.501982,-0.051887,0.594853
618,0.249194,0.1492,7.1613,0.498164,-0.050806,0.580363,-0.172887,0.235540,-1.607637,0.501982,-0.051484,0.594853
619,0.249597,0.1996,9.5806,0.497556,-0.050403,0.580537,-0.206980,0.268118,-1.605118,0.501982,-0.051081,0.594853
620,0.250000,0.2500,12.0000,0.496955,-0.050000,0.580737,-0.241073,0.300673,-1.602070,0.501982,-0.050678,0.594853
621,0.250403,0.3004,9.5806,0.497556,-0.049597,0.580537,-0.206980,0.268118,-1.605118,0.501982,-0.050275,0.594853
622,0.250806,0.3508,7.1613,0.498164,-0.049194,0.580363,-0.172887,0.235540,-1.607637,0.501982,-0.049871,0.594853
623,0.251210,0.4012,4.7419,0.498779,-0.048790,0.580215,-0.138797,0.202941,-1.609627,0.501982,-0.049468,0.594853
624,0.251613,0.4516,2.3226,0.499400,-0.048387,0.580093,-0.104713,0.170325,-1.611091,0.501982,-0.049065,0.594853
625,0.252016,0.5020,-0.0968,0.500025,-0.047984,0.579997,-0.070637,0.137695,-1.612027,0.501982,-0.048662,0.594853
626,0.252419,0.5524,-2.5161,0.500654,-0.047581,0.579927,-0.036573,0.105052,-1.612438,0.501982,-0.048258,0.594853
627,0.252823,0.6028,-4.9355,0.501285,-0.047177,0.579885,-0.002523,0.072401,-1.612324,0.501982,-0.047855,0.594853
628,0.253226,0.6532,-7.3548,0.501918,-0.046774,0.579868,0.031509,0.039744,-1.611686,0.501982,-0.047452,0.594853
629,0.253629,0.7036,-9.7742,0.502550,-0.046371,0.579879,0.065521,0.007083,-1.610522,0.501982,-0.047049,0.594853
